optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,3032615;20;0;0;0;3
0,025;0,30799750000000004;20;0;0;0;3
0,025;0,31428999999999996;20;0;0;0;3
0,025;0,2984095;20;0;0;0;3
0,025;0,30271400000000004;20;0;0;0;3
