optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,01;0,14545750000000002;5;19;16,0;8,0;0
0,01;0,148084;5;33;16,0;8,0;0
0,01;0,14910449999999997;5;41;16,0;8,0;0
0,01;0,140732;5;21;16,0;8,0;0
0,01;0,150778;5;12;16,0;8,0;0
