optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,1773965;20;0;387,4999999999989;8,0;2
0,1;0,1722785;20;0;372,69999999999936;8,0;2
0,1;0,1728705;20;0;402,59999999999815;8,0;2
0,1;0,17317300000000002;20;0;375,09999999999934;8,0;2
0,1;0,179468;20;0;381,6999999999991;8,0;2
