optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,01;0,14211400000000002;5;74;16,0;1,0;0
0,01;0,142404;5;56;16,0;1,0;0
0,01;0,1445655;5;79;16,0;1,0;0
0,01;0,15085900000000002;5;41;16,0;1,0;0
0,01;0,1450825;5;57;16,0;1,0;0
