optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,01;2,8895135;5;2217;12,319999999999993;1,7700000000000295;2
0,01;3,412178;5;2282;12,409999999999993;1,6900000000000297;2
0,01;12,0702555;5;2469;12,069999999999999;0,08000000000002822;2
0,01;3,3031815;5;2325;12,309999999999993;1,190000000000029;2
0,01;3,614822;5;2401;12,209999999999996;1,2400000000000628;2
