optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,1610055;10;92;3826,55509660759;8,0;1
0,025;0,177426;10;197;692,5297901283501;8,0;1
0,025;0,1774285;10;228;1513,3365304189576;8,0;1
0,025;0,171605;10;230;1148,7009807620589;8,0;1
0,025;0,1717325;10;238;417,88348080123336;8,0;1
