optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,1774875;10;761;55,344496927067894;8,0;1
0,025;0,17243750000000002;10;774;75,43924856796006;7,555181034642153;1
0,025;0,16713050000000002;10;746;54,57156394084237;8,0;1
0,025;0,1685975;10;799;88,36592923538686;7,475307353602708;1
0,025;0,16610399999999997;10;766;81,69822484724187;7,550459046495494;1
