optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,167654;10;598;98,3329648448655;7,885746084551861;1
0,025;0,16551;10;654;750,4599295840133;8,0;1
0,025;0,1650645;10;669;57,89094250000565;7,741660333969776;1
0,025;0,162001;10;687;109,39247546996539;7,6693989390117;1
0,025;0,1622815;10;646;72,3452652110084;8,0;1
