optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min LambdaOPT Mode
0,005;0,1466765;5;8;13,78500000000001;8,0;2
0,005;0,146733;5;7;13,795000000000016;8,0;2
0,005;0,14495999999999998;5;14;13,27500000000002;8,0;2
0,005;0,14610800000000002;5;8;13,82000000000001;8,0;2
0,005;0,1435885;5;16;13,550000000000006;8,0;2
