optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,05;0,181079;20;603;24030,96329854073;8,0;1
0,05;0,173071;20;648;15164,151324708071;8,0;1
0,05;0,16869499999999998;20;651;108390,14704664182;8,0;1
0,05;0,172157;20;640;12491,469362435066;8,0;1
0,05;0,17192;20;652;32162,837820294706;8,0;1
