optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min LambdaOPT Mode
0,01;0,14357799999999998;5;23;19,970000000000038;8,0;2
0,01;0,139954;5;11;20,85000000000005;8,0;2
0,01;0,142285;5;22;20,34000000000005;8,0;2
0,01;0,1430075;5;41;19,850000000000026;8,0;2
0,01;0,146198;5;36;19,609999999999996;8,0;2
