optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,1418755;10;23;12,0;8,0;0
0,1;0,142682;10;31;12,0;8,0;0
0,1;0,14084049999999998;10;37;12,0;8,0;0
0,1;0,140656;10;20;12,0;8,0;0
0,1;0,14384550000000002;10;47;12,0;8,0;0
