optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,1668865;10;505;2325797,3560108463;0,9713494581321133;1
0,025;0,1690055;10;478;2368759,491367211;0,9993749999999999;1
0,025;0,165885;10;529;2169172,647108788;1,0;1
0,025;0,16343649999999998;10;491;2350362,784471449;1,0;1
0,025;0,165479;10;508;2477356,4177124337;1,0;1
