optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,12134249999999999;10;2;362,29999999999944;8,0;2
0,1;0,11921000000000001;10;2;352,49999999999983;8,0;2
0,1;0,11536650000000001;10;7;346,20000000000016;8,0;2
0,1;0,1117215;10;0;415,19999999999806;8,0;2
0,1;0,109136;10;0;406,69999999999806;8,0;2
