optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,05;0,1864745;20;807;782,0351223498853;8,0;1
0,05;0,181933;20;860;915,3100455058465;8,0;1
0,05;0,1767775;20;836;997,805355479914;8,0;1
0,05;0,177357;20;812;1051,6587486705535;8,0;1
0,05;0,1785365;20;823;4035,7646701778526;8,0;1
