optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,15389150000000001;5;139;0;0;3
0,025;0,1516665;5;106;0;0;3
0,025;0,14938200000000001;5;63;0;0;3
0,025;0,150223;5;118;0;0;3
0,025;0,148673;5;87;0;0;3
