optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,2025575;10;0;0;0;3
0,025;0,19598949999999998;10;0;0;0;3
0,025;0,1970275;10;0;0;0;3
0,025;0,1986835;10;0;0;0;3
0,025;0,19838850000000002;10;0;0;0;3
