optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,01;0,125159;5;170;115,66999999999904;1,0;2
0,01;0,1252435;5;147;114,57999999999905;1,0;2
0,01;0,1219265;5;131;106,23999999999967;1,0;2
0,01;0,1186625;5;113;122,22999999999874;1,0;2
0,01;0,121562;5;156;119,84999999999891;1,0;2
