optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,3524545;20;0;0;0;3
0,025;0,3453945;20;0;0;0;3
0,025;0,3456085;20;0;0;0;3
0,025;0,341957;20;0;0;0;3
0,025;0,3352645;20;0;0;0;3
