optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min LambdaOPT Mode
0,1;0,159754;20;0;388,5999999999988;8,0;2
0,1;0,155642;20;0;400,0999999999981;8,0;2
0,1;0,160637;20;0;384,19999999999897;8,0;2
0,1;0,15947899999999998;20;0;387,19999999999885;8,0;2
0,1;0,1577625;20;0;412,799999999998;8,0;2
