optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min LambdaOPT Mode
0,02;0,155177;5;165;29,380000000000187;8,0;2
0,02;0,158918;5;193;27,020000000000195;8,0;2
0,02;0,15167350000000002;5;127;28,220000000000113;8,0;2
0,02;0,158613;5;157;28,800000000000068;8,0;2
0,02;0,1518015;5;140;32,24000000000015;8,0;2
