optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,002;0,1513425;5;4;11,600474899530633;8,0;1
0,002;0,1511635;5;3;11,235540289051762;8,0;1
0,002;0,1526035;5;5;11,810961735060236;8,0;1
0,002;0,15030549999999998;5;1;11,46242186455786;8,0;1
0,002;0,1509;5;4;11,4167550272994;8,0;1
