optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,01;6,8884360000000004;5;2479;12,0;8,0;0
0,01;7,417058;5;2485;12,0;8,0;0
0,01;7,0351315;5;2465;12,0;8,0;0
0,01;6,2241409999999995;5;2468;12,0;8,0;0
0,01;6,190003;5;2461;12,0;8,0;0
