optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,05;0,13346950000000002;10;0;145,70000000000047;8,0;2
0,05;0,121397;10;0;155,8500000000002;8,0;2
0,05;0,121932;10;0;166,00000000000017;8,0;2
0,05;0,11913599999999999;10;0;151,00000000000028;8,0;2
0,05;0,127513;10;1;144,80000000000052;8,0;2
