optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,05;0,184037;20;148;4068754,4713785327;8,0;1
0,05;0,1881155;20;150;3411165,839591061;8,0;1
0,05;0,1785465;20;130;3918653,9804049954;8,0;1
0,05;0,1799885;20;151;3608269,9730287916;8,0;1
0,05;0,1876605;20;148;2445328,7023164392;8,0;1
