optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,16054649999999998;20;0;2916,400000000183;1,0;2
0,1;0,1593485;20;0;2968,100000000206;1,0;2
0,1;0,1613535;20;0;2758,6000000001354;1,0;2
0,1;0,1581075;20;0;2756,400000000135;1,0;2
0,1;0,160833;20;0;2709,8000000001202;1,0;2
