optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,01;0,1459025;5;1;8,0;8,0;0
0,01;0,14767550000000002;5;5;8,0;8,0;0
0,01;0,1443335;5;7;8,0;8,0;0
0,01;0,14820650000000002;5;3;8,0;8,0;0
0,01;0,14809650000000002;5;6;8,0;8,0;0
