optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,444841;20;0;16,0;1,0;0
0,1;0,454898;20;0;16,0;1,0;0
0,1;0,434106;20;0;16,0;1,0;0
0,1;0,411694;20;0;16,0;1,0;0
0,1;0,4249;20;0;16,0;1,0;0
