optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,161499;10;676;1948,7000000000228;0,19999999999999932;2
0,1;0,1566695;10;626;2290,000000000014;0,0999999999999993;2
0,1;0,1575975;10;589;2211,7000000000285;1,0;2
0,1;0,15373150000000002;10;555;1942,800000000027;0,2999999999999993;2
0,1;0,1564285;10;566;2095,000000000021;0,7;2
