optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,025;0,209413;5;0;0;0;3
0,025;0,191947;5;0;0;0;3
0,025;0,214613;5;0;0;0;3
0,025;0,2004025;5;0;0;0;3
0,025;0,1991635;5;0;0;0;3
