optimization_factor;Median;Batch Size;Waited for Batch;Max Lambda;Min Lambda;OPT Mode
0,1;0,2180185;20;0;8,0;8,0;0
0,1;0,2135375;20;0;8,0;8,0;0
0,1;0,2110815;20;0;8,0;8,0;0
0,1;0,217217;20;0;8,0;8,0;0
0,1;0,21272;20;0;8,0;8,0;0
